Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Viper (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Arrow Dynamics,1990,34.4208,-118.5953,Steel,1990-04-07,70.0,,7,4.1,8000000.0
Wakala (roller coaster),Bellewaerde,Operating,Gerstlauer,2020,50.849,2.9475,Steel,2020-07-01,31.1,,0,,7500000.0
Lech Coaster,Legendia,Operating,Vekoma,2017,,,Steel,2017-07-01,59.0,131.2,3,,12000000.0
Ultra Twister (Nagashima Spa Land),Nagashima Spa Land,Operating,TOGO,1984,35.0285,136.7326,Steel,1989-01-01,,,3,,
The Riddler's Revenge,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,1998,34.4245,-118.6006,Steel,1998-04-04,65.0,,6,4.2,14000000.0
Shaman (roller coaster),Gardaland,Operating,Vekoma,1985,45.4567,10.7072,Steel,1985-01-01,43.5,,4,,
The Ride to Happiness,Plopsaland De Panne,Operating,Mack Rides,2021,51.081,2.5989,Steel,2021-07-01,55.9,,6,,17500000.0
Kingdom Coaster,Dutch Wonderland,Operating,Custom Coasters International,1992,40.0295,-76.2173,Wood,1992-05-16,40.0,,0,,
Medusa (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Bolliger & Mabillard,2000,38.1406,-122.2336,Steel,2000-03-18,65.0,,7,4.5,15000000.0
Wooden Coaster - Fireball,Happy Valley Shanghai,Operating,Martin & Vleminckx,2009,31.0987,121.214,Wood,2009-08-16,56.0,,0,,
Hair Raiser,Ocean Park Hong Kong,Operating,Bolliger & Mabillard,2011,22.2357,114.1725,Steel,2011-12-08,54.7,,4,4.0,
Runaway Tram,Morey's Piers,Operating,Zierer,2019,38.9894,-74.8034,Steel,2019-08-09,28.6,,0,,4000000.0
Insane Speed,Janfusun Fancyworld,Operating,Bolliger & Mabillard,2001,23.6187,120.5758,Steel,2001-01-01,53.4,,4,4.0,
Oblivion: The Black Hole,Gardaland,Operating,Bolliger & Mabillard,2015,45.4582,10.7111,Steel,2015-03-28,62.2,,2,,
Diavlo,Himeji Central Park,Operating,Bolliger & Mabillard,1994,34.8755,134.7637,Steel,1994-07-01,48.5,,5,,
Nickelodeon Slime Streak,Nickelodeon Universe,Operating,Chance Rides,2019,40.8061,-74.0706,Steel,2019-10-25,37.0,,0,2.5,
X-Coaster,Magic Springs and Crystal Falls,Operating,Maurer AG,2006,34.5179,-93.0151,Steel,2006-05-27,65.0,,0,,4000000.0
New Mexico Rattler,Cliff's Amusement Park,Operating,,2002,35.143,-106.5884,Wood,2002-09-28,47.0,,0,,2000000.0
Fairly Odd Coaster (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,2006,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
Katun (roller coaster),Mirabilandia,Operating,Bolliger & Mabillard,2000,44.3383,12.2668,Steel,2000-04-01,65.0,,6,4.0,
Eejanaika (roller coaster),Fuji-Q Highland,Operating,S&S Arrow,2006,35.4884,138.7808,Steel,2006-07-19,78.3,,3,,3500000000.0
Steel Force,Dorney Park & Wildwater Kingdom,Operating,D. H. Morgan Manufacturing,1997,40.5789,-75.5381,Steel,1997-05-30,75.0,,0,3.4,10000000.0
Atlantis Adventure,Lotte World,Operating,Intamin,2003,,,Steel,2003-01-01,46.6,,0,,
Battlestar Galactica (roller coaster),Other,Operating,Vekoma,2010,1.2541,103.8223,Steel,2010-03-18,51.0,,5,,
Wild Mouse (Idlewild),Idlewild and Soak Zone,Operating,Vekoma,1985,40.2598,-79.2799,Steel,1985-01-01,30.0,,0,,
Timber Drop,Fraispertuis City,Operating,S&S – Sansei Technologies,2011,48.3242,6.7295,Steel,2011-07-12,41.0,96.0,2,,3000000.0
Parrot Coaster,Chime-Long Ocean Kingdom,Operating,Bolliger & Mabillard,2014,22.1016,113.529,Steel,2014-01-25,67.0,,3,,
Wooden Warrior,Quassy Amusement Park,Operating,The Gravity Group,2011,41.5264,-73.1509,Wood,2011-04-23,35.0,,0,,
Expedition Everest,Disney's Animal Kingdom,Operating,Vekoma,2006,,,Other,2006-04-07,50.0,,0,3.0,100000000.0
Mighty Canadian Minebuster,Canada's Wonderland,Operating,Canada's Wonderland,1981,43.8392,-79.5419,Wood,1981-01-01,55.9,89.9,0,,1.2
Roller Coaster (Great Yarmouth Pleasure Beach),Great Yarmouth Pleasure Beach,Operating,,1932,52.5928,1.7361,Wood,1932-05-01,45.0,,0,,
Electric Eel (roller coaster),SeaWorld San Diego,Operating,Premier Rides,2018,32.765,-117.224,Steel,2018-05-10,62.0,,1,,
Krake,Heide Park,Operating,Bolliger & Mabillard,2011,53.0247,9.879,Steel,2011-04-16,64.0,134.5,1,,12000000.0
Cannon Ball (roller coaster),Lake Winnepesaukah,Operating,Philadelphia Toboggan Coasters,1967,,,Wood,1967-01-01,50.0,,0,,
The Cú Chulainn Coaster,Tayto Park,Operating,The Gravity Group,2015,53.5427,-6.4628,Wood,2015-06-06,55.9,105.0,0,,8500000.0
Enchanted Airways,Universal Studios Singapore,Operating,Vekoma,2010,1.255,103.8222,Steel,2010-03-18,28.5,42.7,0,,
Roar-o-Saurus,Story Land,Operating,The Gravity Group,2014,44.1161,-71.1828,Wood,2014-05-24,33.0,,0,,
Pegasus (Mt. Olympus Water and Theme Park),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,1996,43.614,-89.7898,Wood,1996-01-01,40.0,,0,,
Behemoth (roller coaster),Canada's Wonderland,Operating,Bolliger & Mabillard,2008,43.839,-79.5406,Steel,2008-05-04,77.1,229.7,0,4.5,26000000.0
Arthur – The Ride,Europa-Park,Operating,Mack Rides,2014,48.2639,7.7237,Steel,2014-06-01,19.3,44.3,0,,25000000.0
Dragon Coaster (Playland),Playland,Operating,,1929,40.9675,-73.6739,Wood,1929-01-01,,78.7,0,,
X2 (roller coaster),Six Flags Magic Mountain,Operating,Arrow Dynamics,2002,34.421,-118.5929,Steel,2002-01-12,76.0,,2,4.0,45000000.0
Flying Turns (Knoebels),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,2013,40.8784,-76.5051,Wood,2013-10-05,24.0,,0,,
Woody Woodpecker's Nuthouse Coaster,Universal Studios Florida,Operating,Vekoma,1999,28.4739,-81.4649,Steel,1999-03-13,21.7,,0,,
Crystal Wing,Happy Valley Beijing,Operating,Bolliger & Mabillard,2006,39.866,116.4885,Steel,2006-07-09,51.0,,2,,
Le Monstre,Other,Operating,Martin & Vleminckx,1985,45.525,-73.5333,Wood,1985-07-20,59.7,,0,,
Timber Wolf (roller coaster),Worlds of Fun,Operating,Dinn Corporation,1989,39.1728,-94.4892,Wood,1989-04-01,53.0,,0,,3000000.0
Scooby-Doo (Kings Dominion),Kings Dominion,Operating,Philadelphia Toboggan Coasters,1974,37.8405,-77.4422,Wood,1974-01-01,35.0,,0,,
Spinning Dragons,Worlds of Fun,Operating,Gerstlauer,2004,39.1754,-94.4879,Steel,2004-04-17,31.0,,0,,4000000.0
Mulholland Madness,Disney California Adventure,Operating,Mack Rides,2001,33.8063,-117.923,Steel,2001-02-08,27.0,,0,,
Python (Efteling),Efteling,Operating,Vekoma,1981,51.6469,5.0536,Steel,1981-04-12,46.6,95.1,4,3.5,94000000.0
Kumba (roller coaster),Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,1993,28.0397,-82.4231,Steel,1993-04-20,60.0,,7,3.8,
El Toro (Freizeitpark Plohn),Freizeitpark Plohn,Operating,Great Coasters International,2009,50.566,12.401,Wood,2009-04-10,45.6,80.4,0,,
Kawasemi,Tobu Zoo,Operating,Intamin,2008,,,Steel,2008-01-01,52.8,,0,,
Steel Vengeance,Cedar Point,Operating,Rocky Mountain Construction,2018,41.4862,-82.6933,Steel,2018-05-05,74.0,,4,,
Dinoconda,China Dinosaurs Park,Operating,S&S – Sansei Technologies,2012,31.8245,119.9955,Steel,2012-04-29,78.3,,3,,
Crush's Coaster,Walt Disney Studios Park,Operating,Maurer AG,2007,48.8682,2.7777,Steel,2007-06-09,37.7,,0,,
Black Diamond (roller coaster),Knoebels Amusement Resort,Operating,Philadelphia Toboggan Coasters,2011,40.8797,-76.5068,Steel,2011-10-08,,,0,,2250000.0
Road Runner Express (Six Flags Fiesta Texas),Six Flags Fiesta Texas,Operating,Arrow Dynamics,1997,29.5991,-98.613,Steel,1997-05-01,35.0,,0,3.0,
Viking Voyage,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,2010,28.3303,-81.5147,Other,,,,0,,
Nitro (Six Flags Great Adventure),Six Flags Great Adventure,Operating,Bolliger & Mabillard,2001,40.1356,-74.4444,Steel,2001-04-07,80.0,,0,4.3,20000000.0
Hollywood Rip Ride Rockit,Universal Studios Florida,Operating,Maurer AG,2009,28.4749,-81.4683,Steel,2009-08-19,65.0,,0,4.18,45000000.0
Space Fantasy – The Ride,Universal Studios Japan,Operating,Mack Rides,2010,34.6653,135.4357,Steel,2010-03-18,,23.0,0,,
Eurofighter (Zoosafari Fasanolandia),Zoosafari Fasanolandia,Operating,Gerstlauer,2011,40.8303,17.3398,Steel,2011-08-06,43.5,75.5,2,,2187000.0
Taron (roller coaster),Phantasialand,Operating,Intamin,2016,50.7996,6.8828,Steel,2016-06-30,72.7,98.4,0,,
Raptor (Gardaland),Gardaland,Operating,Bolliger & Mabillard,2011,45.4571,10.7119,Steel,2011-04-01,55.9,,3,,
Puss in Boots' Giant Journey,Universal Studios Singapore,Operating,Zamperla,2015,1.2545,103.8245,Steel,2015-04-08,,55.8,0,,
Crazy Bats,Phantasialand,Operating,Vekoma,1988,50.801,6.878,Steel,1988-04-01,28.9,,0,,
Scorpion (roller coaster),Busch Gardens Tampa Bay,Operating,Anton Schwarzkopf,1980,28.0375,-82.4233,Steel,1980-05-16,41.0,,1,3.5,2500000.0
Sidewinder (Hersheypark),Hersheypark,Operating,Vekoma,1991,40.2899,-76.6538,Steel,1991-05-11,47.0,,6,5.2,
Shock Wave (Brean Leisure Park),Brean Leisure Park,Operating,Pinfari,2004,51.2861,-3.0089,Steel,2004-01-01,,,1,,
Alpina Blitz,Nigloland,Operating,Mack Rides,2014,48.2617,4.6149,Steel,2014-04-12,51.6,108.3,0,4.3,8000000.0
Wicked Cyclone,Six Flags New England,Operating,Rocky Mountain Construction,2015,42.0403,-72.6156,Steel,2015-05-24,55.0,,3,,10000000.0
Dragonflier,Dollywood,Operating,Vekoma,2019,35.7977,-83.5312,Steel,2019-05-10,46.6,,0,3.5,
Dragon's Fury (roller coaster),Chessington World of Adventures,Operating,Maurer AG,2004,51.348,-0.319,Steel,2004-03-27,,,0,,
Dahlonega Mine Train,Six Flags Over Georgia,Operating,Arrow Dynamics,1967,33.7676,-84.5519,Steel,1967-06-16,29.0,,0,,
Diving Coaster,Happy Valley Shanghai,Operating,Bolliger & Mabillard,2009,31.0979,121.209,Steel,2009-08-16,68.4,213.3,1,4.0,
Goofy's Sky School,Disney California Adventure,Operating,Mack Rides,2001,33.8063,-117.923,Steel,2001-02-08,27.0,,0,,
Wild Mouse (Lagoon),Lagoon Amusement Park,Operating,Maurer AG,1998,40.9839,-111.8945,Steel,1998-04-10,28.0,,0,,
Wildcat (Lake Compounce),Lake Compounce,Operating,Philadelphia Toboggan Coasters,1927,41.6408,-72.9231,Wood,1927-01-01,48.0,,0,,
Runaway Train (roller coaster),Chessington World of Adventures,Operating,Mack Rides,1987,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,,300000.0
The Oath of Kärnan,Hansa-Park,Operating,Gerstlauer,2015,54.0769,10.78,Steel,2015-07-01,78.9,239.5,1,5.0,2.0
Swamp Fox (roller coaster),Family Kingdom Amusement Park,Operating,Philadelphia Toboggan Coasters,1966,33.6825,-78.8917,Wood,1966-01-01,50.0,,0,,
The Underground (roller coaster),Adventureland (Iowa),Operating,Custom Coasters International,1996,,,Wood,1996-04-27,,,0,,
Mumbo Jumbo (roller coaster),Flamingo Land Resort,Operating,S&S – Sansei Technologies,2009,54.209,-0.808,Steel,2009-07-04,41.0,,2,3.0,4000000.0
Woodstock Express (Carowinds),Carowinds,Operating,Philadelphia Toboggan Coasters,2010,35.101,-80.9394,Wood,1975-01-01,36.0,,0,,
Thunder Dolphin,Tokyo Dome City Attractions,Operating,Intamin,2003,35.7063,139.7533,Steel,2003-05-01,80.8,262.5,0,4.4,37000000.0
Vogel Rok,Efteling,Operating,Vekoma,1998,51.6522,5.0525,Steel,1998-04-09,40.0,,0,3.5,12000000.0
Booster Bike,Toverland,Operating,Vekoma,2004,51.3975,5.9842,Steel,2004-07-27,46.6,49.2,0,2.5,
Thunderbird (Holiday World),Holiday World & Splashin' Safari,Operating,Bolliger & Mabillard,2014,38.1242,-86.909,Steel,2015-04-25,60.0,,4,,22000000.0
The Barnstormer at Goofy's Wiseacre Farm,Magic Kingdom,Operating,Vekoma,1996,28.4205,-81.5784,Steel,1996-10-01,25.0,29.9,0,,
Cheetah Hunt,Busch Gardens Tampa Bay,Operating,Intamin,2011,28.0342,-82.42,Steel,2011-05-27,60.0,,1,4.0,
Dare Devil Dive,Six Flags Over Georgia,Operating,Gerstlauer,2011,33.7703,-84.5479,Steel,2011-05-28,52.0,,3,,9000000.0
Slinky Dog Dash,Disney's Hollywood Studios,Operating,Mack Rides,2018,28.3594,-81.5607,Steel,2018-06-30,40.0,,0,,
Excalibur (Funtown Splashtown USA),Funtown Splashtown USA,Operating,Custom Coasters International,1998,43.5283,-70.4312,Wood,1998-01-01,55.0,,0,,
American Eagle (roller coaster),Other,Operating,Intamin,1981,42.3646,-87.9336,Wood,1981-05-23,66.0,,0,,10000000.0
Great American Scream Machine (Six Flags Over Georgia),Six Flags Over Georgia,Operating,Philadelphia Toboggan Coasters,1973,33.7658,-84.5514,Wood,1973-03-31,57.0,,0,3.7,
The Rattler (roller coaster),Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,1992,,,Steel,2013-05-25,70.0,,1,,10000000.0
Space Mountain: Mission 2,Disneyland Park (Paris),Operating,Vekoma,2005,48.8741,2.7793,Steel,2017-05-07,44.0,,3,,
Pepsi Orange Streak,Nickelodeon Universe,Operating,Zierer,1992,,,Steel,1992-08-11,40.0,,0,,
Tranan,Skara Sommarland,Operating,S&S – Sansei Technologies,2009,58.41,13.55,Steel,2009-05-29,24.9,,0,2.5,35000000.0
Wild Mouse (Hersheypark),Hersheypark,Operating,Mack Rides,1999,40.2925,-76.6548,Steel,1999-05-08,28.0,,0,,
Superman El Último Escape,Six Flags México,Operating,D. H. Morgan Manufacturing,2004,,,Steel,2004-11-19,74.6,,0,,
Journey to Atlantis,SeaWorld Orlando,Operating,Mack Rides,1998,,,Steel,1998-04-17,,,0,,
Goliath (Six Flags Great America),Six Flags Great America,Operating,Rocky Mountain Construction,2014,42.3661,-87.9311,Other,2014-06-19,72.0,,2,,
Manta (SeaWorld San Diego),SeaWorld San Diego,Operating,Mack Rides,2012,32.7671,-117.228,Steel,2012-05-26,43.0,,0,3.5,
The Racer (Kings Island),Other,Operating,Philadelphia Toboggan Coasters,1972,39.3437,-84.2647,Wood,1972-04-29,53.0,,0,,1200000.0
Steel Curtain (roller coaster),Kennywood,Operating,S&S - Sansei Technologies,2019,40.3892,-79.8665,Steel,2019-07-13,75.0,,9,,
Full Throttle (roller coaster),Six Flags Magic Mountain,Operating,Premier Rides,2013,34.4232,-118.5972,Steel,2013-06-22,70.0,,2,4.0,6000000.0
Dragon Fyre,Canada's Wonderland,Operating,Arrow Dynamics,1981,43.8445,-79.5407,Steel,1981-01-01,49.7,78.1,4,,
TMNT Shellraiser,Nickelodeon Universe,Operating,Gerstlauer,2019,40.8066,-74.0712,Steel,2019-10-25,62.1,,7,,
Looping Star (Clacton Pier),Clacton Pier,Operating,Pinfari,2021,51.7864,-1.155,Steel,2021-10-23,,36.1,1,,
Sky Scrapper,World Joyland,Operating,Bolliger & Mabillard,2011,31.4975,120.0411,Steel,2011-04-30,54.7,,5,3.3,
Kentucky Rumbler,Beech Bend Park,Operating,Great Coasters International,2006,37.0225,-86.4017,Wood,2006-05-06,47.0,,0,,4600000.0
Raging Spirits,Tokyo DisneySea,Operating,Intamin,2005,35.6277,139.8808,Steel,2005-07-21,37.3,,1,,8000000000.0
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Operating,Vekoma,2007,51.62,6.9725,Steel,2007-03-01,,42.7,0,,
Yukon Striker,Canada's Wonderland,Operating,Bolliger & Mabillard,2019,43.8402,-79.543,Steel,2019-05-03,80.8,223.1,4,,
High Roller (Valleyfair),Valleyfair,Operating,Rauenhorst Corporation,1976,44.8006,-93.4578,Wood,1976-01-01,50.0,,0,3.2,
Formula Rossa,Ferrari World Abu Dhabi,Operating,Intamin,2010,24.4842,54.6124,Steel,2010-11-04,149.1,170.6,0,4.8,
Cosmic Coaster (Worlds of Fun),Worlds of Fun,Operating,Preston & Barbieri,1993,39.1723,-94.4889,Steel,1993-04-03,,,0,,
Goudurix,Parc Astérix,Operating,Vekoma,1989,49.1314,2.5714,Steel,1989-01-01,55.9,118.1,7,3.9,
Deep Space (roller coaster),Adlabs Imagica,Operating,Premier Rides,2013,18.7647,-73.2805,Steel,2013-01-01,42.5,,2,,
GateKeeper (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,2013,41.4806,-82.679,Steel,2013-05-11,67.0,,6,4.0,30000000.0
Racer (Kennywood),Kennywood,Operating,Charlie Mach,1927,40.3869,-79.8619,Wood,1927-01-01,40.0,,0,,75000.0
Woodstock Express (Michigan's Adventure),Michigan's Adventure,Operating,Chance Rides,1999,43.3423,-86.2807,Steel,1999-07-10,15.0,,0,,
Stampida,Other,Operating,Custom Coasters International,1997,41.0904,1.1566,Wood,1997-03-17,46.0,,0,,
Limit (roller coaster),Heide Park,Operating,Vekoma,1999,53.026,9.8818,Steel,1999-01-01,49.7,,5,,
Dragon Khan,PortAventura Park,Operating,Bolliger & Mabillard,1995,41.0875,1.1608,Steel,1995-05-02,65.0,148.0,8,4.0,
Wicker Man (roller coaster),Alton Towers,Operating,Great Coasters International,2018,52.9889,-1.8886,Wood,2018-03-20,43.6,,0,,16000000.0
Woodstock Express (Cedar Point),Cedar Point,Operating,Vekoma,1999,41.4853,-82.689,Steel,1999-05-10,25.0,,0,,
Grand Exposition Coaster,Silver Dollar City,Operating,Zamperla,2006,36.6704,-93.3366,Steel,2006-04-01,,,0,,
Griffon (roller coaster),Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,2007,37.2344,-76.6475,Steel,2007-05-18,71.0,,2,4.0,15600000.0
Avalancha (roller coaster),Xetulul Theme Park,Operating,Intamin,2002,,,Steel,2002-01-01,54.7,,8,,
Copperhead Strike,Carowinds,Operating,Mack Rides GmbH & Co KG,2019,35.1011,-80.9426,Steel,2019-03-23,50.0,,5,,26000000.0
Hell Cat,Clementon Amusement Park,Operating,S&S – Sansei Technologies,2004,39.802,-74.9847,Wood,2004-09-18,56.0,,0,,4000000.0
Rita (roller coaster),Alton Towers,Operating,Intamin,2005,52.985,-1.8905,Steel,2005-04-01,61.1,60.4,0,4.7,8000000.0
Harry Potter and the Escape from Gringotts,Universal Studios Florida,Operating,Intamin,2014,28.4803,-81.47,Steel,2014-07-08,,,0,,
Kondaa,Walibi Belgium,Operating,Intamin,2021,50.6977,4.585,Steel,2021-05-08,70.2,,0,,25000000.0
RailBlazer,California's Great America,Operating,Rocky Mountain Construction,2018,37.3951,-121.9737,Steel,2018-06-14,52.0,,3,,
X-Flight (Six Flags Great America),Six Flags Great America,Operating,Bolliger & Mabillard,2012,42.3654,-87.9338,Steel,2012-05-16,55.0,,5,,12.0
Scooby-Doo Spooky Coaster,Warner Bros. Movie World,Operating,Mack Rides,2002,-27.9078,153.3111,Steel,2002-06-17,27.7,55.8,0,2.4,13000000.0
Falcon (Duinrell),Duinrell,Operating,Gerstlauer,2009,52.1477,4.3792,Steel,2009-05-14,43.5,72.2,3,4.5,
Mako (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,2016,28.4095,-81.4591,Steel,2016-06-10,73.0,,0,,
Arkansas Twister,Magic Springs and Crystal Falls,Operating,Michael Black and Associates,1978,34.5213,-93.0143,Wood,1978-01-01,50.0,,0,,2300000.0
Colossus the Fire Dragon,Lagoon Amusement Park,Operating,Anton Schwarzkopf,1983,40.9836,-111.8951,Steel,1983-01-01,55.0,,2,4.9,2500000.0
